name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt,year,age,make,model,City (L/100 km),Highway (L/100 km),Combined (L/100 km),market,km_per_year,usage_ratio,usage_category,annual_fuel_cost
2023 Lexus UX UX 250h - LUXURIOUS - HYBRID FUEL SAVINGS!,39995,34897.0,1,https://www.craigslist.org/view/d/burnaby-2023-lexus-ux-ux-250h-luxurious/iT1Ya9zJstZ7vzG69xGpJy,excellent,hybrid,white,clean,automatic,wagon,4.0,4wd,Burnaby,JTHR9JBH0P2063862,,2023.0,3.0,Lexus,UX 250h,5.7,6.2,6.0,Japanese,11632.3,0.78,Below Average,1620.0
2020 Honda Accord Sedan Sport CVT - CERTIFIED - FEATURE PACKED!,22995,136949.0,1,https://www.craigslist.org/view/d/burnaby-2020-honda-accord-sedan-sport/awZQdUBQqzRsW35uo2KvpA,excellent,gas,black,clean,automatic,sedan,4.0,fwd,Burnaby,1HGCV1F3XLA803436,,2020.0,6.0,Honda,Accord,8.2,6.7,7.6,Japanese,22824.8,1.52,Above Average,2052.0
2021 BMW 3 Series 330i xDrive - AWD - NAVI - LUXURIOUS!,32995,71349.0,1,https://www.craigslist.org/view/d/burnaby-2021-bmw-series-330i-xdrive-awd/bju12sqbJGdSE1TptRSqXi,excellent,gas,black,clean,automatic,sedan,4.0,4wd,Burnaby,3MW5R7J09M8C06722,,2021.0,5.0,BMW,330i,9.5,6.9,8.3,European,14269.8,0.95,Average,2241.0
2018 Honda CR-V Touring AWD - FULLY LOADED - TECH LOADED,22495,165046.0,1,https://www.craigslist.org/view/d/burnaby-2018-honda-cr-touring-awd-fully/gEww2W9RpKqHYyGA8abqdZ,excellent,gas,black,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRW2H94JH124751,,2018.0,8.0,Honda,CR-V,8.55,7.1,7.9,Japanese,20630.8,1.38,Above Average,2133.0
2024 Honda Odyssey Black Edition - STYLISH - FULLY LOADED!,50995,38556.0,1,https://www.craigslist.org/view/d/burnaby-2024-honda-odyssey-black/pK9BFdohCUN2SvGXEitcJT,excellent,gas,white,clean,automatic,minivan,6.0,fwd,Burnaby,5FNRL6H0XRB501854,,2024.0,2.0,Honda,Odyssey,12.2,8.5,10.6,Japanese,19278.0,1.29,Above Average,2862.0
2019 Mitsubishi RVR ES FWD - PRACTICAL CITY SIZE - VERSATILE!,16995,64747.0,1,https://www.craigslist.org/view/d/burnaby-2019-mitsubishi-rvr-es-fwd/sWCvropY5bDFZFjYVZ5tFN,excellent,gas,silver,clean,automatic,SUV,4.0,fwd,burnaby/newwest,JA4AH3AU4KU601563,,2019.0,7.0,Mitsubishi,RVR,10.1,8.2,9.2,Japanese,9249.6,0.62,Below Average,2484.0
2022 Honda Accord Sedan Sport 2.0 - CERTIFIED - SPORTY - SPACIOUS!,32995,57130.0,1,https://www.craigslist.org/view/d/burnaby-2022-honda-accord-sedan-sport/bwELtSQDS4WDzbqSkiGCrL,excellent,gas,black,clean,automatic,sedan,4.0,fwd,burnaby/newwest,1HGCV2F33NA800743,,2022.0,4.0,Honda,Accord,5.3,5.7,5.5,Japanese,14282.5,0.95,Average,1485.0
2014 Honda Civic Sedan 4dr CVT LX - LOW MILEAGE - PRACTICAL!,18995,48327.0,1,https://www.craigslist.org/view/d/burnaby-2014-honda-civic-sedan-4dr-cvt/24Bk2mD6vhKBkBiJEkjaNj,excellent,gas,white,clean,automatic,sedan,4.0,fwd,burnaby/newwest,2HGFB2F42EH030714,,2014.0,12.0,Honda,Civic,8.1,6.2,7.2,Japanese,4027.2,0.27,Ultra Low/Weekend,1944.0
"2013 Audi A4 Premium Plus 2.0T Quattro Automatic Clean Title 64,800KM",14900,64800.0,1,https://www.craigslist.org/view/d/2013-audi-a4-premium-plus-20t-quattro/9cEUsjNje3eaddjXS1aVxQ,excellent,gas,grey,clean,automatic,sedan,4.0,4wd,"7845,Kingsway,Burnaby",WAUKFCFL0DN021964,,2013.0,13.0,Audi,A4,10.9,7.5,9.4,European,4984.6,0.33,Ultra Low/Weekend,2538.0
"2020 Hyundai Tucson Essential AWD Local Clean Title 29,300KM",22900,29300.0,1,https://www.craigslist.org/view/d/2020-hyundai-tucson-essential-awd-local/n6ESRDGwfpGkrqRGE98bBN,excellent,gas,white,clean,automatic,SUV,4.0,4wd,7845 Kingsway Burnaby,KM8J2CA4XLU249903,,2020.0,6.0,Hyundai,Tucson,10.8,9.1,10.1,Korean,4883.3,0.33,Ultra Low/Weekend,2727.0
* 2025 HONDA CIVIC HYBRID SPORT *****,25500,59000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-honda-civic/qVrLg4GuoUg9RAUw3h1mQT,,hybrid,black,rebuilt,automatic,sedan,4.0,,burnaby/newwest,2HGFE4F82SH002333,,2025.0,1.0,Honda,Civic,7.5,5.9,6.800000000000001,Japanese,59000.0,3.93,Highway/Heavy Commute,1836.0
* 2018 FORD EDGE SEL AWD *****,12800,120000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-ford-edge-sel/deCHwDP4dbVPcQnx1vrMym,,gas,white,rebuilt,automatic,SUV,6.0,4wd,burnaby/newwest,2FMPK4J86JBC03068,,2018.0,8.0,Ford,Edge,13.8,9.8,12.0,American,15000.0,1.0,Average,3240.0
* 2024 HONDA CIVIC EX *****,21500,57000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-honda-civic/vMYmHVsSXyEzGhAhAA1412,,gas,white,rebuilt,automatic,sedan,4.0,,burnaby/newwest,2HGFE2F35RH111419,,2024.0,2.0,Honda,Civic,7.9,6.3,7.15,Japanese,28500.0,1.9,Highway/Heavy Commute,1931.0
* 2019 HONDA ODYSSEY EX *****,18800,140000.0,1,https://www.craigslist.org/view/d/honda-odyssey-ex/i3uH9rAQfTJrpkYL3xr8gN,,gas,grey,rebuilt,automatic,van,6.0,,"Brunette  Ave, New Westminster",5FNRL6H45KB500037,,2019.0,7.0,Honda,Odyssey,12.6,8.4,10.7,Japanese,20000.0,1.33,Above Average,2889.0
2021 Lexus UX UX 250h CVT - HYBRID EFFICIENCY - LUXURIOUS!,31995,98303.0,1,https://www.craigslist.org/view/d/burnaby-2021-lexus-ux-ux-250h-cvt/2Z5Mhn9BvvfJz7S2UXrZxm,excellent,hybrid,black,clean,automatic,wagon,4.0,4wd,Burnaby,JTHR9JBH4M2042363,,2021.0,5.0,Lexus,UX 250h,5.6,5.95,5.8,Japanese,19660.6,1.31,Above Average,1566.0
2024 Mitsubishi Outlander LE S-AWC - 7 PASSENGER COMFORT!,33495,14219.0,1,https://www.craigslist.org/view/d/burnaby-2024-mitsubishi-outlander-le/7hcvSMr7yC8xNctvcSMYUt,excellent,gas,silver,clean,automatic,SUV,4.0,4wd,Burnaby,JA4J4VA80RZ632994,,2024.0,2.0,Mitsubishi,Outlander,9.7,7.9,8.9,Japanese,7109.5,0.47,Ultra Low/Weekend,2403.0
2026 Nissan Kicks SV AWD - LIKE NEW - PRACTICAL!,29495,5475.0,1,https://www.craigslist.org/view/d/burnaby-2026-nissan-kicks-sv-awd-like/ucLond5yXD1kHLzbcZeSMe,like new,gas,white,clean,automatic,hatchback,4.0,4wd,Burnaby,3N8AP6CB7TL382717,,2026.0,1.0,Nissan,Kicks,8.3,6.75,7.6,Japanese,5475.0,0.36,Ultra Low/Weekend,2052.0
2026 Honda Civic Sedan Sport Touring eCVT - FULLY LOADED - FUEL EFFICI,34995,40499.0,1,https://www.craigslist.org/view/d/burnaby-2026-honda-civic-sedan-sport/p7E4KadgvZSfCKuMXzks2m,excellent,hybrid,silver,clean,automatic,sedan,4.0,fwd,Burnaby,2HGFE4F80TH000808,,2026.0,1.0,Honda,Civic,7.5,5.9,6.800000000000001,Japanese,40499.0,2.7,Highway/Heavy Commute,1836.0
2025 Honda CR-V LX AWD - LOW MILEAGE - PRACTICAL!,36995,15725.0,1,https://www.craigslist.org/view/d/burnaby-2025-honda-cr-lx-awd-low/44yC8AE92FtpAzGSQjFDe8,excellent,gas,red,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRS4H23SH112134,,2025.0,1.0,Honda,CR-V,8.4,7.1,7.8,Japanese,15725.0,1.05,Average,2106.0
2025 Honda CR-V LX AWD - PRACTICAL - WELL EQUIPPED!,36995,21457.0,1,https://www.craigslist.org/view/d/burnaby-2025-honda-cr-lx-awd-practical/nkgN71bbcaemBDX4yzguYV,excellent,gas,black,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRS4H26SH102388,,2025.0,1.0,Honda,CR-V,8.4,7.1,7.8,Japanese,21457.0,1.43,Above Average,2106.0
2017 Honda Civic Sedan Touring CVT - FULLY LOADED!,23995,58161.0,1,https://www.craigslist.org/view/d/burnaby-2017-honda-civic-sedan-touring/k7KiEbd2bgLutDoEtDQz1t,excellent,gas,white,clean,automatic,sedan,4.0,fwd,Burnaby,2HGFC1F94HH103234,,2017.0,9.0,Honda,Civic,7.85,6.0,7.1,Japanese,6462.3,0.43,Ultra Low/Weekend,1917.0
2017 Chevrolet Sonic RS 1LT - SPORTY - PRACTICAL!,12995,62480.0,1,https://www.craigslist.org/view/d/burnaby-2017-chevrolet-sonic-rs-1lt/6XXuKGGJTxHGF2ttt75qNm,excellent,gas,red,clean,automatic,hatchback,4.0,fwd,Burnaby,1G1JD6SB6H4160472,,2017.0,9.0,Chevrolet,Sonic RS,9.0,6.75,8.05,American,6942.2,0.46,Ultra Low/Weekend,2174.0
2021 Honda CR-V Touring AWD - FULLY LOADED - CERTIFIED!,34495,50621.0,1,https://www.craigslist.org/view/d/burnaby-2021-honda-cr-touring-awd-fully/mfeov7rCARzAJoe2ZCbrd7,excellent,gas,red,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRW2H95MH227164,,2021.0,5.0,Honda,CR-V,8.5,7.2,7.9,Japanese,10124.2,0.67,Below Average,2133.0
2014 Honda Accord Sedan Touring - FULLY LOADED - WELL MAINTAINED!,18995,80123.0,1,https://www.craigslist.org/view/d/burnaby-2014-honda-accord-sedan-touring/uyqME8N5QvcyX5cfPGqQAD,excellent,gas,white,clean,automatic,sedan,4.0,fwd,burnaby/newwest,1HGCR2F90EA808355,,2014.0,12.0,Honda,Accord,9.05,6.75,8.0,Japanese,6676.9,0.45,Ultra Low/Weekend,2160.0
2015 Honda Civic Sedan LX - MANUAL - GREAT ENGAGING COMMUTER!,13995,140721.0,1,https://www.craigslist.org/view/d/burnaby-2015-honda-civic-sedan-lx/tggzcuimCCEPFJLN1CVZCq,good,gas,black,clean,manual,sedan,4.0,fwd,burnaby/newwest,2HGFB2E48FH032115,,2015.0,11.0,Honda,Civic,8.0,6.15,7.15,Japanese,12792.8,0.85,Average,1931.0
2024 Honda CR-V Hybrid Touring AWD - FULLY LOADED - TECH LOADED,43995,20519.0,1,https://www.craigslist.org/view/d/burnaby-2024-honda-cr-hybrid-touring/xtx8sY69Po5PhE4K1YLCsq,excellent,hybrid,grey,clean,automatic,SUV,4.0,4wd,burnaby/newwest,2HKRS6H98RH215858,,2024.0,2.0,Honda,CR-V,8.4,7.1,7.8,Japanese,10259.5,0.68,Below Average,2106.0
2023 Honda CR-V Sport AWD - CERTIFIED - VERSATILE SIZE!,34995,56050.0,1,https://www.craigslist.org/view/d/burnaby-2023-honda-cr-sport-awd/29rMQjy32Thx21y8ivrRjJ,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,burnaby/newwest,2HKRS4H55PH109057,,2023.0,3.0,Honda,CR-V,8.4,7.1,7.8,Japanese,18683.3,1.25,Above Average,2106.0
2022 Hyundai Santa Fe Hybrid Luxury AWD - HYBRID EFFICIENCY - SPACIOUS,24499,150808.0,1,https://www.craigslist.org/view/d/burnaby-2022-hyundai-santa-fe-hybrid/nSAg3yTJpSqtk3C9mq499B,excellent,hybrid,black,clean,automatic,SUV,4.0,4wd,burnaby/newwest,KM8S5DA14NU029523,,2022.0,4.0,Hyundai,Santa Fe,10.6,8.5,9.9,Korean,37702.0,2.51,Highway/Heavy Commute,2673.0
2012 Acura RDX SH-AWD,15937,158000.0,1,https://www.craigslist.org/view/d/burnaby-2012-acura-rdx-sh-awd/wW1jv9VXhghgJBz7zCxJNn,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,Burnaby,,,2012.0,14.0,Acura,RDX SH-AWD,13.2,10.3,11.9,Japanese,11285.7,0.75,Below Average,3213.0
* 2024 FORD MUSTANG MACH-E PREMIUM AWD *****,32500,15000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-ford-mustang/mEesNnAPeFX3g6pt2xx4Xz,,electric,white,rebuilt,automatic,SUV,,4wd,burnaby/newwest,3FMTK3SU5RMA50617,,2024.0,2.0,Ford,Mustang,15.25,9.8,12.8,American,7500.0,0.5,Ultra Low/Weekend,3456.0
* 2023 VOLKSWAGEN ID.4 S PLUS AWD *****,26800,70000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-volkswagen/3ZEs5chwuUiy7FtuWvx7Rd,,electric,blue,rebuilt,automatic,SUV,,4wd,burnaby/newwest,1V2JNPE86PC029068,,2023.0,3.0,Volkswagen,,,,,European,23333.3,1.56,Above Average,
2024 Honda HR-V Sport-B AWD CVT - PRACTICAL - CERTIFIED!,31995,25897.0,1,https://www.craigslist.org/view/d/burnaby-2024-honda-hr-sport-awd-cvt/wVopcFrhYekCDEdUtqCmG4,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,burnaby/newwest,3CZRZ2H57RM104952,,2024.0,2.0,Honda,HR-V,9.25,7.6,8.5,Japanese,12948.5,0.86,Average,2295.0
2016 BMW X5 xDrive40e - PLUG IN HYBRID LUXURY!,23995,111568.0,1,https://www.craigslist.org/view/d/burnaby-2016-bmw-x5-xdrive40e-plug-in/bmob3xjGjTgrcD9DMEyt3p,excellent,hybrid,black,clean,automatic,SUV,4.0,4wd,Burnaby,5UXKT0C53G0S78410,,2016.0,10.0,BMW,X5,14.35,10.55,12.65,European,11156.8,0.74,Below Average,3416.0
2025 Honda Civic Sedan Sport CVT - PRACTICAL - SPORTY!,31495,24612.0,1,https://www.craigslist.org/view/d/burnaby-2025-honda-civic-sedan-sport/aJko6ELXm8qPhbGL4dYPXL,excellent,gas,black,clean,automatic,sedan,4.0,fwd,Burnaby,2HGFE2F54SH100435,,2025.0,1.0,Honda,Civic,7.5,5.9,6.800000000000001,Japanese,24612.0,1.64,Above Average,1836.0
2018 Mitsubishi Outlander PHEV GT | 360° Camera  | Clean Title,16800,140124.0,1,https://www.craigslist.org/view/d/burnaby-2018-mitsubishi-outlander-phev/nPLY8cGgDKHGAf3LWfxbsy,,gas,,clean,automatic,SUV,,,Burnaby,,,2018.0,8.0,Mitsubishi,Outlander,10.95,8.45,9.85,Japanese,17515.5,1.17,Average,2659.0
2022 Tesla Model 3 Long Range - ZERO EMISSION - 576KM EST. RANGE!,32995,123084.0,1,https://www.craigslist.org/view/d/burnaby-2022-tesla-model-long-range/i8mmn7FgBL4mx1puTkq1Xm,excellent,electric,white,clean,automatic,sedan,,4wd,burnaby/newwest,5YJ3E1EB0NF208130,,2022.0,4.0,,,,,,,30771.0,2.05,Highway/Heavy Commute,
2019 Toyota Prius Technology FWD - TECH LOADED - SUPER EFFICIENT!,23995,85714.0,1,https://www.craigslist.org/view/d/burnaby-2019-toyota-prius-technology/wJ6GeMDmQ4WeSFGmMuHM2j,excellent,hybrid,grey,clean,automatic,hatchback,4.0,fwd,burnaby/newwest,JTDKARFU2K3089592,,2019.0,7.0,Toyota,Prius,4.45,4.75,4.550000000000001,Japanese,12244.9,0.82,Average,1229.0
2021 Lexus IS IS 350 AWD - F SPORT - STYLISH - V6 POWER!,45995,75730.0,1,https://www.craigslist.org/view/d/burnaby-2021-lexus-is-is-350-awd-sport/3Bx7nRusJHWmC6oPQ69sM7,excellent,gas,silver,clean,automatic,sedan,6.0,4wd,"Burnaby, BC",JTHGZ1E2XM5019070,,2021.0,5.0,Lexus,IS 350,12.2,9.0,10.8,Japanese,15146.0,1.01,Average,2916.0
2019 Acura RDX Technology AWD - FEATURE PACKED - LUXURIOUS!,31995,51176.0,1,https://www.craigslist.org/view/d/burnaby-2019-acura-rdx-technology-awd/nbJRvoaWVjjgPt1LnycmQE,excellent,gas,black,clean,automatic,SUV,4.0,4wd,Burnaby,5J8TC2H32KL800641,,2019.0,7.0,Acura,RDX,11.15,8.85,10.1,Japanese,7310.9,0.49,Ultra Low/Weekend,2727.0
2021 Nissan Sentra SR - SPORTY DESIGN - SPACIOUS INTERIOR!,17995,98474.0,1,https://www.craigslist.org/view/d/burnaby-2021-nissan-sentra-sr-sporty/2NH69umLmR8hU8w8nqUpGU,excellent,gas,grey,clean,automatic,sedan,4.0,fwd,Burnaby,3N1AB8DV6MY323504,,2021.0,5.0,Nissan,Sentra SR,8.8,6.35,7.699999999999999,Japanese,19694.8,1.31,Above Average,2079.0
2023 Tesla Model Y Performance - DUAL MOTOR - ZERO EMISSION!,51995,60726.0,1,https://www.craigslist.org/view/d/burnaby-2023-tesla-model-performance/rUSmpbpcnytV2f4vcFv6r3,excellent,electric,blue,clean,automatic,SUV,,4wd,Burnaby,7SAYGDEF5PF696372,,2023.0,3.0,,,,,,,20242.0,1.35,Above Average,
"2016 CHRYSLER 300 S SPORT EDITION- $16,000-123,000 KMS-778-773-0572",16000,123000.0,1,https://www.craigslist.org/view/d/new-westminster-southwest-2016-chrysler/txYhEsrW5dwLF43H3CAk9G,like new,gas,red,clean,automatic,sedan,6.0,fwd,New WESTMINISTER,,,2016.0,10.0,Chrysler,300,12.8,8.6,10.9,American,12300.0,0.82,Average,2943.0
2023 Mitsubishi Eclipse Cross Carbon Ed | One Owner,25499,18922.0,1,https://www.craigslist.org/view/d/burnaby-2023-mitsubishi-eclipse-cross/eakEN4W9tmrTm9mFpuNqaS,,gas,,clean,automatic,SUV,,,Burnaby,,,2023.0,3.0,Mitsubishi,Eclipse Cross,9.6,8.9,9.3,Japanese,6307.3,0.42,Ultra Low/Weekend,2511.0
2020 Mitsubishi RVR SE | Rearview | One Owner,18800,109981.0,1,https://www.craigslist.org/view/d/burnaby-2020-mitsubishi-rvr-se-rearview/jJpZ8zjHuMHngiTA1ku7t6,,gas,,clean,automatic,,,,Burnaby,,,2020.0,6.0,Mitsubishi,RVR,10.1,8.2,9.2,Japanese,18330.2,1.22,Above Average,2484.0
2021 Mitsubishi Outlander PHEV LE | One Owner | No accidents |,27800,97455.0,1,https://www.craigslist.org/view/d/burnaby-2021-mitsubishi-outlander-phev/trUxEMZzd1G3wG8hRtLi7g,,gas,,clean,automatic,SUV,,,Burnaby,,,2021.0,5.0,Mitsubishi,Outlander,,,,Japanese,19491.0,1.3,Above Average,
2020 Mitsubishi Outlander PHEV SEL | One Owner | Low km,25999,71788.0,1,https://www.craigslist.org/view/d/burnaby-2020-mitsubishi-outlander-phev/8q6xMuqht1WVDKQFJy2DZG,,gas,,clean,automatic,SUV,,,Burnaby,,,2020.0,6.0,Mitsubishi,Outlander,10.95,8.45,9.85,Japanese,11964.7,0.8,Below Average,2659.0
2024 Mitsubishi eclipse cross GT | No accidents | Dealer Serviced,27999,33366.0,1,https://www.craigslist.org/view/d/burnaby-2024-mitsubishi-eclipse-cross/rKPBAzTjKpLG2NhX5wSu46,,gas,,clean,automatic,SUV,,,Burnaby,,,2024.0,2.0,Mitsubishi,Eclipse Cross,9.6,8.9,9.3,Japanese,16683.0,1.11,Average,2511.0
2020 Honda HR-V LX 2WD - GREAT CITY CROSSOVER!,23995,88822.0,1,https://www.craigslist.org/view/d/burnaby-2020-honda-hr-lx-2wd-great-city/9SiRrjGJSNgDmcRww5xjbr,excellent,gas,white,clean,automatic,SUV,4.0,fwd,Burnaby,3CZRU5H35LM100663,,2020.0,6.0,Honda,HR-V,8.8,7.5,8.2,Japanese,14803.7,0.99,Average,2214.0
2021 Mazda CX-3 GT Auto AWD - FULLY LOADED - COMPACT FOOTPRINT!,23995,82885.0,1,https://www.craigslist.org/view/d/burnaby-2021-mazda-cx-gt-auto-awd-fully/sQrLuQ5WssDcXJDKpzyQTk,excellent,gas,black,clean,automatic,wagon,4.0,4wd,Burnaby,JM1DKFD73M1512079,,2021.0,5.0,Mazda,CX-3,8.6,7.0,8.0,Japanese,16577.0,1.11,Average,2160.0
2019 BMW 4 Series Coupe 430i xDrive Coupe - LUXURIOUS - STYLISH!,25995,71281.0,1,https://www.craigslist.org/view/d/burnaby-2019-bmw-series-coupe-430i/fSTGqZL7vYrMzmsnSGcxm2,excellent,gas,grey,clean,automatic,coupe,4.0,4wd,Burnaby,WBA4W5C58KAE49766,,2019.0,7.0,BMW,430i,10.2,7.2,8.8,European,10183.0,0.68,Below Average,2376.0
2018 Toyota Corolla Sedan LE - WELL MAINTAINED - PRACTICAL DAILY DRIVE,18995,92994.0,1,https://www.craigslist.org/view/d/burnaby-2018-toyota-corolla-sedan-le/4zft65994ZWGCYDTQp4zkb,excellent,gas,white,clean,automatic,sedan,4.0,fwd,Burnaby,2T1BURHE0JC023187,,2018.0,8.0,Toyota,Corolla,8.3,6.6,7.5,Japanese,11624.2,0.77,Below Average,2025.0
2021 Mercedes-Benz GLC 4MATIC SUV - LUXURIOUS - COMFORTABLE!,30995,91305.0,1,https://www.craigslist.org/view/d/burnaby-2021-mercedes-benz-glc-4matic/dV1aTsoYJcXvMgmvLVew9D,excellent,gas,white,clean,automatic,SUV,4.0,4wd,Burnaby,W1N0G8EB9MV273895,,2021.0,5.0,Mercedes-Benz,,,,,European,18261.0,1.22,Above Average,
2024 Honda CR-V Hybrid Touring AWD - CPO - FUEL SAVING - PRACTICAL!,43995,33801.0,1,https://www.craigslist.org/view/d/burnaby-2024-honda-cr-hybrid-touring/2YoW2mqeyCkKLCXDmLUDRL,excellent,hybrid,black,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRS6H9XRH215943,,2024.0,2.0,Honda,CR-V,8.4,7.1,7.8,Japanese,16900.5,1.13,Average,2106.0
* 2018 HONDA CIVIC SI COUPE *****,12800,103000.0,1,https://www.craigslist.org/view/d/honda-civic-si-coupe/63qZWnSvmsU5iSXxLS8s8X,,gas,black,rebuilt,manual,coupe,4.0,,"Brunette  Ave, New Westminster",2HGFC3A56JH220545,,2018.0,8.0,Honda,Civic Si,7.9,6.05,7.2,Japanese,12875.0,0.86,Average,1944.0
* 2019 MERCEDES BENZ SPRINTER 3500 HIGH ROOF *****,31800,111000.0,1,https://www.craigslist.org/view/d/mercedes-benz-sprinter-3500-high-roof/tsyfnHbm3DUkPRzqsQ9q6Q,,diesel,white,rebuilt,automatic,van,6.0,,"Brunette  Ave, New Westminster",WD3BF0CD5KP105658,,2019.0,7.0,Mercedes-Benz,R 350,,,,European,15857.1,1.06,Average,
* 2019 FORD TRANSIT T-150 T150 CARGO LOW ROOF *****,23800,71000.0,1,https://www.craigslist.org/view/d/ford-transit-150-t150-cargo-low-roof/n7r2D5Gz7RPbQriZ9n7i5y,,gas,white,rebuilt,automatic,van,6.0,,"Brunette  Ave, New Westminster",1FTYE1YM0KKA90341,,2019.0,7.0,Ford,T-150,16.549999999999997,12.95,14.95,American,10142.9,0.68,Below Average,4036.0
* 2017 TOYOTA CAMRY XLE HYBRID (FULLY LOADED) *****,17800,114000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-toyota-camry/6Y1ngW9ASNR83YscPVE7TB,,hybrid,red,rebuilt,automatic,sedan,4.0,,burnaby/newwest,4T1BD1FK7HU228587,,2017.0,9.0,Toyota,Camry,5.8,6.3,6.0,Japanese,12666.7,0.84,Average,1620.0
* 2020 NISSAN NV200 CARGO *****,18800,71000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-nissan-nv200/uPjAinHW6idSe5CG3Y5CNU,,gas,white,rebuilt,automatic,van,,,burnaby/newwest,3N6CM0KN3LK691545,,2020.0,6.0,Nissan,,,,,Japanese,11833.3,0.79,Below Average,
2025 Honda CR-V Sport AWD - PRACTICAL SIZE - LIKE NEW!,40888,12751.0,1,https://www.craigslist.org/view/d/burnaby-2025-honda-cr-sport-awd/hr9q3YxrB2RLTRJ7NdW2PD,excellent,gas,silver,clean,automatic,SUV,4.0,4wd,Burnaby,2HKRS4H54SH122763,,2025.0,1.0,Honda,CR-V,8.4,7.1,7.8,Japanese,12751.0,0.85,Average,2106.0
2025 Honda CR-V LX 2WD - PRACTICAL - VERSATILE!,32495,29160.0,1,https://www.craigslist.org/view/d/burnaby-2025-honda-cr-lx-2wd-practical/5mdCEkqDWQThji6sFSnhaP,excellent,gas,black,clean,automatic,SUV,4.0,fwd,Burnaby,2HKRS3H27SH000768,,2025.0,1.0,Honda,CR-V,8.4,7.1,7.8,Japanese,29160.0,1.94,Highway/Heavy Commute,2106.0
2023 Honda HR-V EX-L AWD CVT - NAVIGATION - LIKE NEW!,32495,16239.0,1,https://www.craigslist.org/view/d/burnaby-2023-honda-hr-ex-awd-cvt/vr9yPYQybq9hpjJnBi6eh2,like new,gas,white,clean,automatic,SUV,4.0,4wd,burnaby/newwest,3CZRZ2H74PM104826,,2023.0,3.0,Honda,HR-V,9.25,7.6,8.5,Japanese,5413.0,0.36,Ultra Low/Weekend,2295.0
"2018 Ford Explorer XLT | Dealer serviced | Over $2,500 Invested",14999,146670.0,1,https://www.craigslist.org/view/d/burnaby-2018-ford-explorer-xlt-dealer/mTT9qDjCKD6WJRL6wZacgQ,,gas,,clean,automatic,SUV,,,Burnaby,,,2018.0,8.0,Ford,Explorer,14.5,10.6,12.7,American,18333.8,1.22,Above Average,3429.0
2019 Nissan Rogue S | Low KM | Rearview Camera,19900,63729.0,1,https://www.craigslist.org/view/d/burnaby-2019-nissan-rogue-low-km/8e94TG8VDyscZpwgUjvnqa,,gas,,clean,automatic,SUV,,,Burnaby,,,2019.0,7.0,Nissan,Rogue,9.4,7.35,8.5,Japanese,9104.1,0.61,Below Average,2295.0
2022 Nissan Leaf SV | One Owner | No Accidents | Dealer Serviced,23200,87856.0,1,https://www.craigslist.org/view/d/burnaby-2022-nissan-leaf-sv-one-owner/6XXfF7jqZsD4F45JnxBURH,,electric,,clean,automatic,hatchback,,,Burnaby,,,2022.0,4.0,Nissan,,,,,Japanese,21964.0,1.46,Above Average,
2020 Tesla Model 3 Standard Range Plus,27999,79614.0,1,https://www.craigslist.org/view/d/burnaby-2020-tesla-model-standard-range/u2BH7wfKAc5XP55wP4mQ7T,,electric,,clean,automatic,sedan,,,Burnaby,,,2020.0,6.0,,,,,,,13269.0,0.88,Average,
2025 Hyundai Tucson Hybrid Ultimate | One Owner | AWC | 360° Camera,38199,66568.0,1,https://www.craigslist.org/view/d/burnaby-2025-hyundai-tucson-hybrid/w8oa19xvdyoKsMrXAKHoCg,,gas,,clean,automatic,SUV,,,Burnaby,,,2025.0,1.0,Hyundai,Tucson,8.2,7.2,7.75,Korean,66568.0,4.44,Highway/Heavy Commute,2092.0
2017 Volkswagen Touareg AWD Execline R-design,15900,147000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-2017/p6v6KDYNXyufKEwmZr3CDz,like new,gas,,clean,automatic,SUV,6.0,,New Westerminster,,$320,2017.0,9.0,Volkswagen,Touareg,13.8,10.4,12.2,European,16333.3,1.09,Average,3294.0
"2016 CHRYSLER 300 S SPORT EDITION- $16,000-123,000 KMS-778-773-0572",16000,123000.0,1,https://www.craigslist.org/view/d/new-westminster-southwest-2016-chrysler/tN9yxADkwv7dPT7YzChbe6,like new,gas,red,clean,automatic,sedan,6.0,fwd,New WESTMINISTER,,,2016.0,10.0,Chrysler,300,12.8,8.6,10.9,American,12300.0,0.82,Average,2943.0
